"x" "y"
"1" 0.0625853140520304 0
"2" 0.556310990730414 1.05785080167569
"3" -0.117241379966152 2.13654453582342
"4" -0.571979501382439 2.31980122357958
"5" 0.273481695756334 1.64639082552802
"6" -0.837199742496556 1.19725981167969
"7" -0.163401770154868 -0.794288193416328
"8" 0.528918894801747 -1.49726963525991
"9" -0.503475771440562 -1.28177988911347
"10" 1.22758487302991 -2.13193311960907
"11" -0.797062645973491 -0.790975818572257
"12" 0.181404401261684 -0.716143430049913
"13" -0.869790813796944 0.958742694684484
"14" -1.38537374650787 0.625384932720117
"15" -0.512605243005827 -1.27368763478832
"16" 1.12095679875579 -2.57789939864669
"17" -0.154378666645025 -1.64322440166212
"18" -0.357497790233233 -1.28673707303106
"19" 1.23648319682949 -0.195470574941391
"20" 0.753509513507574 2.98839637646708
"21" 0.920593927970737 4.72967322369926
"22" 0.671574451911912 6.06420540728314
"23" 0.335675039624007 6.00790776660613
"24" -0.34528380817879 4.90224254607779
"25" 0.426552161395558 3.50184784773168
"26" -1.22608227004774 4.10960687990727
"27" -0.0382717284893779 3.61103307727358
"28" 0.407349056635301 4.69256685400654
"29" 0.429537123582602 6.04174421922068
"30" -0.0363652306096841 5.6662177080359
"31" -1.4911813410249 3.46154379664552
"32" 0.335471870753162 -0.437292577692483
"33" 0.833515427689746 -1.32226587654822
"34" 1.37247410731054 0.638977872957945
"35" -1.25312320625134 3.08695382851836
"36" 0.0213576793796264 1.489208729966
"37" 0.310277897405406 0.598662906416626
"38" 0.723432279913227 0.529633923128277
"39" -0.0341133207364628 2.75284396237293
"40" 0.168403852910243 4.08546062619117
"41" 0.457380467731748 4.09769361483224
"42" 0.21319106318534 3.46956807718478
"43" -2.9962631949999 2.50395303542452
"44" -0.0406725462550969 0.123320402672879
"45" 0.279389282723785 2.75107828260018
"46" 0.921131439421012 4.45128890902709
"47" -0.834892234377584 5.36466709048805
"48" 1.13145224820712 4.15856252348008
"49" -0.948772082312821 5.32054620809045
"50" 1.39150094262967 4.27793258193505
"51" -0.295147833556095 6.03709734347075
"52" 0.5060651861311 5.40357353297463
"53" 2.90644023812446 4.56325200220829
"54" 0.031884055603057 6.7255555376849
"55" -0.855233451571794 5.83647467446573
"56" 0.75421152042141 3.70435351694118
"57" 1.03929397134349 3.16940070116835
"58" 2.41577011581735 3.07361952585561
"59" 1.49554346816152 5.48273507047493
"60" -0.763687929226721 6.22988800268576
"61" 0.303431902208039 3.93152303265083
"62" 0.433759888135916 3.41923421916382
"63" -0.0208205258290931 2.70592799620161
"64" -1.4917464170295 0.254411290058837
"65" -2.35506096495555 -3.31655686697153
"66" 0.646327260900544 -5.8955282293167
"67" 0.413610775172658 -4.09389064427316
"68" 0.856346580476592 -2.30590411021709
"69" -1.52359506732598 0.39337221718412
"70" -0.00560718523419052 0.230635180830161
"71" -1.31695790931737 0.420327239181511
"72" -0.00862717139232557 -0.979289360183753
"73" -0.0308223811336633 -0.651813989979114
"74" -1.68384119611757 -1.21679089075451
"75" 0.663721621581811 -4.01442163079535
"76" -1.6514435022132 -2.46342255942236
"77" 0.53470433514113 -2.28479358075706
"78" 0.214155312428807 -0.249975665072541
"79" 0.68746282253803 -0.127497176602978
"80" 0.183254451731523 -1.07629551136985
"81" -1.41739515588939 -2.75248311828376
