"x","y"
-18.7801435834887,98.7709527009539
-28.0938181774891,-14.0741057519483
-17.195861706423,-66.1475556377608
4.52483235696106,-11.9675783569058
79.9254385572913,-10.7020619992692
-4.4282556069442,7.58402522546599
54.0399748075759,85.6152488659641
31.5377057825283,-16.3071946252674
-5.68199477530703,18.6502327902458
-76.6451001445299,-11.3842032447766
-26.055865877626,1.02253542625163
-24.4935226569237,15.7028831753131
2.35772163807636,66.4107348018493
65.009933883341,6.0659188745389
114.653948691555,35.6421160015557
77.3790529491885,38.9430014891767
-6.65754821644722,45.7386635427817
-87.8263697778819,-28.7197276092192
-19.4389932035872,81.3440607097338
4.46036115366473,-19.0478369647007
42.2506502033718,-5.28920838248759
48.1263984242135,70.2025133857086
34.2154714708232,64.704195307279
-69.7637174899734,-54.4995936205619
42.4821522816678,-43.6535500208732
-22.3278608213611,-67.9039529685307
8.74013500806278,9.09235963099161
3.72755885868673,8.2420433959233
21.4083382485253,18.2057343677531
1.233749141307,27.6078857109279
-83.3737548792831,-30.0946422992508
36.8247982386721,-49.6849295549357
19.3013284174838,51.3392528037452
-13.2825812639111,37.5530651303162
5.90722555233403,-75.4583268664351
6.70193226842317,-4.75737254246434
11.0509734280501,-44.7973911378249
82.0423082988743,-103.537553527098
-10.9525189466738,7.50600655940717
8.40326919423288,-3.96058546292941
58.4191936534546,-4.86846337565405
52.709051168846,10.8076270900616
57.2631555190179,44.1232582198294
-28.8734000529778,10.2798752241693
100.124136514641,-30.8217921436764
3.33504354650915,-36.7399625960641
93.3425922353431,-6.59013965205905
-67.5451343015356,15.5008493289476
1.04917931771187,-51.9840176351021
62.4957285484608,-9.21544344211919
-35.7621093611398,48.3633630083957
-37.6344484108871,-5.41400456172431
-46.9269351803447,-34.9210333797195
-52.6256639669368,-13.797258421277
-21.8579766590199,55.732427268099
16.5589586479491,27.5021980607068
-100.710524896036,61.8337900040803
10.5990216686146,6.95489285808855
61.8337523208285,20.5137548245213
101.878700912022,-27.9228456174066
65.0587996100294,30.2685334465166
37.8387381897981,-25.316677109462
-86.3365199557165,-71.0282752347872
-30.0753354003391,6.39964828420629
-17.6023228291308,97.2925608865718
35.1761951378447,40.0457169786531
-5.28356670018872,58.262669497313
-62.9324314030086,17.9427861546576
84.2217854047057,-30.4278589158112
45.5695645897981,-10.1120427555142
11.8715136245513,-13.6624053405963
60.9054305162906,-23.4349889891044
-66.9387143617486,35.2083641964858
33.04101488949,-59.8681751182706
-26.1456188156711,43.3183066056387
34.1872760925356,43.2076243112947
-3.04109773300371,-59.9311179534374
31.6480356515725,31.9745998950267
66.7758807529696,121.511332617225
0.36450451584494,-27.8607740970804
50.8779318476046,42.2452120704036
-59.4217017573989,-39.1100922809702
-36.0802220218008,55.53557091014
75.9608855694089,12.4912359963281
18.8693986511965,82.5957695811582
-102.611141021686,-72.9485364268458
-68.2018726041188,-2.56489430626806
-10.0390507794561,-26.3462588062799
43.2889702167244,-9.86324345381495
-5.09416278576112,-31.4789371343002
31.2093736010326,-41.69217902675
47.9502688893913,28.9361187308225
83.552741443147,-54.3790357038464
2.8008366637481,74.2015465778142
-2.59909530904495,-59.3103292656875
-87.6618679571135,5.05395756976398
4.96637970439137,26.649464341324
-28.5925028947782,29.3367669546313
-48.7004791402046,-15.087333193319
-8.99531155237701,3.97509976642005
160.44829518231,-1.16207544570968
70.2175453393425,-73.6939775122928
117.181621383837,-53.4521913459625
133.499118507481,-20.3879305705017
103.203772898351,-43.3434593501097
140.017088274977,11.10011981913
142.342897618472,-9.80238409935493
129.00891522172,-27.8349974275573
56.0230541871992,-75.2327195261004
207.143744375999,-29.2169932402127
123.841022275954,-39.4924760459098
149.53579844763,-33.0703954056179
138.212994731096,-65.4467768116706
160.740197044551,-15.0402586851023
154.529783391223,-61.168693209211
123.706204863145,-36.7866594432723
141.345033166255,-18.5572251164594
101.637735066283,-53.5054736703914
155.70769032698,-12.5102578295981
116.168849833469,-69.4953120495508
202.503200613646,-114.293240368816
80.4685331293544,-16.0509602764244
116.08038271102,-4.78380519117001
154.761395882777,-38.5753627077415
145.30397640636,-14.8762123622518
112.31556884455,-64.6774957525101
100.096577733774,-33.8144582047699
134.334271141321,-88.2455512812185
129.570777604993,5.43542674315565
76.2915628820782,25.7973258462948
131.036532014016,2.2203678084597
