"Cell","Case","Class","AngleCh1","AngleStatusCh1","AreaCh1","AreaStatusCh1","AvgIntenCh1","AvgIntenCh2","AvgIntenCh3","AvgIntenCh4","AvgIntenStatusCh1","AvgIntenStatusCh2","AvgIntenStatusCh3","AvgIntenStatusCh4","ConvexHullAreaRatioCh1","ConvexHullAreaRatioStatusCh1","ConvexHullPerimRatioCh1","ConvexHullPerimRatioStatusCh1","DiffIntenDensityCh1","DiffIntenDensityCh3","DiffIntenDensityCh4","DiffIntenDensityStatusCh1","DiffIntenDensityStatusCh3","DiffIntenDensityStatusCh4","EntropyIntenCh1","EntropyIntenCh3","EntropyIntenCh4","EntropyIntenStatusCh1","EntropyIntenStatusCh3","EntropyIntenStatusCh4","EqCircDiamCh1","EqCircDiamStatusCh1","EqEllipseLWRCh1","EqEllipseLWRStatusCh1","EqEllipseOblateVolCh1","EqEllipseOblateVolStatusCh1","EqEllipseProlateVolCh1","EqEllipseProlateVolStatusCh1","EqSphereAreaCh1","EqSphereAreaStatusCh1","EqSphereVolCh1","EqSphereVolStatusCh1","FiberAlign2Ch3","FiberAlign2Ch4","FiberAlign2StatusCh3","FiberAlign2StatusCh4","FiberLengthCh1","FiberLengthStatusCh1","FiberWidthCh1","FiberWidthStatusCh1","IntenCoocASMCh3","IntenCoocASMCh4","IntenCoocASMStatusCh3","IntenCoocASMStatusCh4","IntenCoocContrastCh3","IntenCoocContrastCh4","IntenCoocContrastStatusCh3","IntenCoocContrastStatusCh4","IntenCoocEntropyCh3","IntenCoocEntropyCh4","IntenCoocEntropyStatusCh3","IntenCoocEntropyStatusCh4","IntenCoocMaxCh3","IntenCoocMaxCh4","IntenCoocMaxStatusCh3","IntenCoocMaxStatusCh4","KurtIntenCh1","KurtIntenCh3","KurtIntenCh4","KurtIntenStatusCh1","KurtIntenStatusCh3","KurtIntenStatusCh4","LengthCh1","LengthStatusCh1","MemberAvgAvgIntenStatusCh2","MemberAvgTotalIntenStatusCh2","NeighborAvgDistCh1","NeighborAvgDistStatusCh1","NeighborMinDistCh1","NeighborMinDistStatusCh1","NeighborVarDistCh1","NeighborVarDistStatusCh1","PerimCh1","PerimStatusCh1","ShapeBFRCh1","ShapeBFRStatusCh1","ShapeLWRCh1","ShapeLWRStatusCh1","ShapeP2ACh1","ShapeP2AStatusCh1","SkewIntenCh1","SkewIntenCh3","SkewIntenCh4","SkewIntenStatusCh1","SkewIntenStatusCh3","SkewIntenStatusCh4","SpotFiberCountCh3","SpotFiberCountCh4","SpotFiberCountStatusCh3","SpotFiberCountStatusCh4","TotalIntenCh1","TotalIntenCh2","TotalIntenCh3","TotalIntenCh4","TotalIntenStatusCh1","TotalIntenStatusCh2","TotalIntenStatusCh3","TotalIntenStatusCh4","VarIntenCh1","VarIntenCh3","VarIntenCh4","VarIntenStatusCh1","VarIntenStatusCh3","VarIntenStatusCh4","WidthCh1","WidthStatusCh1","XCentroid","YCentroid"
207827637,"Test","PS",143.247704734634,1,185,0,15.7118644067797,3.95480225988701,9.54802259887006,2.21468926553672,0,2,2,2,1.12450851900393,0,0.919682705372134,0,29.5192307692308,13.775641025641,6.82692307692308,2,2,2,4.96978086366545,4.37101744229457,2.71888366112646,2,0,2,15.3695395798233,0,3.06067606748188,1,336.96914329691,0,110.096310706329,0,742.115646258504,0,1900.99596632937,0,0,0,2,2,26.9813246758217,0,7.41036515650169,2,0.0111838985221394,0.0504480052908495,0,0,40.7517772755291,13.8954386685843,1,1,7.19945754821711,5.2497436397061,0,0,0.0774193548387097,0.171974522292994,0,0,-0.656744087042539,-0.608058267903279,0.725814546073704,0,0,0,26.207787465769,0,0,0,370.454298905238,1,99.1034927112748,1,127.960800633248,0,68.7833796646467,0,0.665147951308919,0,2.46244975290912,0,1.88300601611817,0,0.454504838186943,0.460393403457408,1.23277360124271,0,0,0,1,4,0,0,2781,700,1690,392,0,2,0,2,12.4746760619934,7.60903484971136,2.71409983195062,0,2,2,10.6429735001931,2,42,14
207932307,"Train","PS",133.752036738381,0,819,1,31.923273657289,205.878516624041,69.9168797953964,164.153452685422,0,0,0,0,1.26315789473684,1,0.797080136606939,2,31.875,43.1222826086956,79.3084239130435,0,0,0,6.08759219182767,6.64276065252259,7.88015471810724,0,1,1,32.3055843480738,1,1.55839419175473,0,2232.90548459876,1,1432.82456801546,1,3278.72562358277,1,17653.5245311406,1,0.487935410984642,0.352374246676077,0,0,64.2823016058904,1,13.1670790598253,0,0.0280510612643489,0.0125949750411081,0,0,8.2279529456072,6.9840456660962,0,0,6.82213758358469,7.09898842820841,0,0,0.153214774281806,0.0738714090287278,0,0,-0.248769067291953,-0.33078389963062,-0.265263786265582,0,0,0,47.2185480140471,1,0,0,174.444157106608,2,30.1111414430318,0,81.380632751492,2,154.898761331431,1,0.539758366755792,2,1.46818085332945,0,2.25581038097736,0,0.39870467453184,0.61973078559163,0.527263128574096,0,0,0,4,11,1,1,24964,160997,54675,128368,0,1,1,1,18.8092251818892,56.7153524052215,118.388138714715,0,0,0,32.1612612689832,1,215,347
207932463,"Train","WS",106.646387269631,0,431,0,28.0388349514563,115.315533980583,63.9417475728155,106.696601941748,0,0,0,0,1.05330990041008,0,0.935474953289456,0,32.4877102199224,35.9857697283312,51.3570504527814,0,0,0,5.88355654897469,6.68300002875443,7.14460116868278,0,1,0,23.4489193276163,0,1.37538618803506,0,802.194543936885,0,583.250399717142,0,1727.410430839,0,6750.98463973777,0,0.300521978953654,0.522315823937043,0,0,21.1411495779596,0,21.1411495779596,1,0.00686231526736627,0.00614169110800115,0,0,14.4460737715892,16.7008434864105,0,1,7.58010023855536,7.67147821856419,1,1,0.0283505154639175,0.0231958762886598,2,2,-0.293484630013889,1.05128133586763,0.150614005698112,0,0,0,28.1430314458103,0,0,0,158.477377031636,2,34.9447652920318,0,90.4376825502776,2,84.5645983118383,0,0.724311593036412,1,1.32840848795654,0,1.27219265225152,0,0.472487087102181,0.971378787000512,0.324706503966084,0,0,0,2,6,0,0,11552,47510,26344,43959,0,0,0,0,17.2956430509413,37.6710533054249,49.4705236165922,0,0,0,21.1855251610911,0,371,252
207932470,"Train","PS",69.1503248054558,0,298,0,19.4561403508772,101.294736842105,28.2175438596491,31.0280701754386,0,0,0,2,1.20262510254307,0,0.865829114035626,2,26.7322834645669,22.9173228346457,26.3937007874016,2,0,2,5.42006493167742,5.43673168916795,5.77832948115852,2,0,0,19.5027859613922,0,3.39122021854044,1,724.714309992287,0,213.703110765304,0,1194.93197278912,0,3884.08375062171,0,0.220423900853116,0.733250443828511,0,1,43.1411228333584,0,7.40441241566111,2,0.0309620712697554,0.0110331951204855,0,0,7.29945736434108,13.3908837209302,0,1,6.31264099211293,7.19702609874156,0,0,0.162790697674419,0.0775193798449612,0,0,0.625856124168236,0.12774060654257,-0.347293645255744,0,0,0,37.8595737382124,0,0,0,206.334368716156,0,33.0802981009691,0,116.892757027932,0,101.091070498039,0,0.589162544598302,0,2.82685399911862,1,2.54584001795943,1,0.881671383534612,0.99989279835628,0.604439875533227,1,0,0,4,7,1,0,5545,28869,8042,8843,0,0,0,2,13.8189676099506,30.0056434622124,24.7495366207621,0,0,2,13.3928295377181,0,487,295
207932455,"Test","PS",2.88783729517633,2,285,0,24.2757352941176,111.415441176471,20.4742647058824,40.5772058823529,0,0,0,0,1.10933333333333,0,0.95681241523249,0,31.5806451612903,21.7096774193548,25.0322580645161,0,0,2,5.65824845125263,5.28567051574054,5.23585732541462,2,0,0,19.0527942040281,0,2.74137989631933,0,607.518515060189,0,221.610480136614,0,1140.42630385488,0,3621.38461203456,0,0.49138691188948,0.384547147106206,0,0,34.7497743920671,0,8.48357438503735,2,0.0227684106075167,0.0796908415660112,0,0,15.8546910382354,3.53889513383185,0,2,6.77809264320902,5.50216617130176,0,0,0.127413127413127,0.278481012658228,0,0,0.0421068431726501,0.95229002641611,-0.195418772464491,0,0,0,35.9941495801893,0,0,0,204.921278961485,0,27.0293470307188,0,110.966624628504,0,86.466697554209,0,0.600134695536937,0,2.72712682425892,1,2.01815466138629,0,0.517027227936455,1.17675336994031,0.925812293156057,0,0,0,1,7,0,0,6603,30305,5569,11037,0,0,0,0,15.4079715632732,20.5042875585296,45.4504569751695,0,0,0,13.1985609396697,0,283,159
207827656,"Test","WS",40.7482976023225,2,172,0,325.933333333333,652.606060606061,128.690909090909,346.854545454545,1,1,1,1,1.00583090379009,0,0.992636296022997,1,92.5629139072848,61.9271523178808,145.708609271523,1,1,1,6.99811077484379,6.80553842629325,7.119322896056,0,1,0,14.8393950486971,2,1.0397259407904,0,176.769326214085,0,170.015308149092,0,691.802721088436,0,1710.98897899915,0,0.309503918089273,0.362191255147601,0,0,12.3841986986105,0,12.3841986986105,0,0.00891408271567036,0.0091553002061313,0,0,8.24834437086091,9.86754966887415,0,0,7.01633309432207,6.96739031600331,0,0,0.0198675496688742,0.0198675496688742,2,2,-0.196841369197229,-0.86079936727081,-0.405066941006353,0,0,0,16.2049382822832,2,0,0,231.993255502741,0,15.9267384524399,0,95.9695189759362,0,49.5367947944419,0,0.686937524083594,0,1.04301301694965,0,1.08627782314467,0,-0.702595260632709,0.153202330787543,0.651166726597136,2,2,0,1,4,0,0,53779,107680,21234,57231,1,1,0,0,115.004618264756,70.9184438276188,184.692906610043,1,0,0,15.5366596762861,0,191,127
207827659,"Test","WS",173.95783295556,1,177,0,260.059171597633,595.420118343195,123.840236686391,273.295857988166,1,1,1,0,1.01416430594901,0,0.984021104054855,1,89.2265372168285,47.8155339805825,139.291262135922,1,0,1,6.89623912554664,6.66088742429903,7.03244948062753,0,1,0,15.0181893906284,2,1.08858303695645,0,187.491847538784,0,172.234768661277,0,708.573696145125,0,1773.58232765417,0,0.24497348237715,0.545225229909711,0,0,12.5962365936348,0,12.5962365936348,0,0.0081664384779376,0.00831198448024131,0,0,12.8811269375785,17.4093422706326,0,1,7.17211984607689,7.1423475530656,0,0,0.0194805194805195,0.0194805194805195,2,2,0.250897694041849,-0.598314643443664,-0.825669562429666,0,0,0,15.9184286256265,2,0,0,230.293545054613,0,15.9267384524399,0,94.8130712012045,0,50.3849463745392,0,0.746843548010129,1,1.06832892604067,0,1.09195847608209,0,-0.816060759573012,-0.224481857033822,0.102306209344728,2,2,0,0,4,2,0,43950,100626,20929,46187,0,1,0,0,93.3882716393613,47.293661858805,124.475306053704,1,0,0,14.9003066729848,0,180,138
207827661,"Test","PS",179.800466612077,1,251,0,18.3375,4.72916666666667,17.2333333333333,1.55416666666667,0,2,0,2,1.20038910505837,0,0.831055399563795,2,28.6179245283019,19.2216981132075,5.38207547169811,2,0,2,5.31807000075868,5.08564270720946,2.29580407134551,2,0,2,17.8969838154131,0,2.86641502380014,0,514.882283724055,0,179.625866962368,0,1006.25850340136,0,3001.49869158266,0,0,0,2,2,37.8486340283211,0,7.11739786029001,2,0.00611630012235485,0.12732668627961,0,0,32.7021783147543,8.8337338406426,1,0,7.55794430761711,4.17787601305565,1,2,0.0164319248826291,0.341232227488152,2,1,0.112969506661161,-0.748639693330102,2.03355925312,0,0,0,29.7081232709486,0,0,0,218.264371773692,0,29.3174431295659,0,105.768806756342,0,89.9320637772223,0,0.685865910348062,0,2.40624630614924,0,2.38915996341356,1,0.665503939906473,0.0114293803682232,1.61200784999424,0,2,1,2,7,0,0,4401,1135,4136,373,0,2,0,2,12.4126384685127,9.87229569159181,2.30153556831569,0,2,2,12.3462520004825,2,373,181
207932479,"Test","WS",18.9364197680954,2,495,0,16.0528541226216,88.4820295983087,13.7167019027484,51.4270613107822,0,0,0,0,1.19230769230769,0,0.821960124049182,2,26.9840364880274,15.0661345496009,36.1174458380844,2,2,0,5.18920349658707,4.49385144183785,6.28118860962312,2,0,0,25.1249262057765,0,1.5066838812772,0,1032.81927081588,0,685.49168385632,0,1983.16780045352,0,8304.49077334446,0,0.355246270279308,0.45627166632689,0,0,44.1477314723898,0,11.7288892907016,0,0.0896005351434849,0.019221940469309,0,0,9.94364728520906,9.5686628874558,0,0,5.7117822472466,6.96081398041135,0,0,0.295194508009153,0.112128146453089,0,0,-0.219208563491249,1.88482514693674,-0.761011678715817,0,0,0,32.3744598227029,0,0,0,235.006209225409,0,38.4303784905861,0,79.5816122314009,2,111.753241526183,0,0.631820988170512,0,1.33567143756153,0,1.91929857816657,0,0.596743643753253,1.51738348971284,0.421893434828477,0,0,0,1,11,0,1,7593,41852,6488,24325,0,0,0,0,11.7925764665181,17.9230229804829,42.8378557965958,0,0,0,24.2383410412724,1,236,467
207932480,"Test","WS",153.25242682968,1,384,0,17.7438692098093,88.9318801089918,20.4441416893733,63.1117166212534,0,0,0,0,1.16036505867014,0,0.864979172854502,2,25.7603550295858,18.2307692307692,38.0591715976331,2,0,0,5.33497256502733,5.32042492968048,6.74038642794668,2,0,0,22.1313168850464,0,1.75500014756007,0,761.832025674849,0,434.092285823454,0,1538.73696145125,0,5675.71254943516,0,0.762419891176824,0.659566387379758,1,1,37.244466257646,0,10.7929942023938,0,0.0122779172943687,0.0080287406016328,0,0,18.1397233893558,12.330637254902,1,1,7.30951221477354,7.40690065134333,1,1,0.0863095238095238,0.0470588235294118,0,0,0.144554912878428,-0.568119984019635,0.191843091027582,0,0,0,31.1358851882537,0,0,0,220.154228832221,0,36.1826510963861,0,73.8506384381367,2,96.0749209200794,0,0.673802665796875,0,1.69805113556278,0,1.82727509576059,0,0.586817622220861,0.408254215924853,0.675698138527243,0,0,0,1,7,0,0,6512,32638,7503,23162,0,0,0,0,11.4665636065049,14.8665823987797,42.2964244280357,0,2,2,18.3362470871259,0,303,468
