1981 7786.2694
1981.0027 7777.3879
1981.0055 7768.5063
1981.0082 7759.6247
1981.011 7750.7431
1981.0137 7741.8615
1981.0164 7732.9799
1981.0192 7724.0983
1981.0219 7715.2167
1981.0246 7706.3351
1981.0274 7697.4535
1981.0301 7688.5719
1981.0329 7679.6904
1981.0356 7670.8088
1981.0383 7661.9272
1981.0411 7655.7668
1981.0438 7651.3217
1981.0466 7646.8767
1981.0493 7642.4316
1981.052 7637.9865
1981.0548 7633.5414
1981.0575 7629.0963
1981.0603 7624.6513
1981.063 7620.2062
1981.0657 7615.7611
1981.0685 7611.316
1981.0712 7606.8709
1981.0739 7602.4259
1981.0767 7597.9808
1981.0794 7593.5357
1981.0822 7590.4353
1981.0849 7609.0601
1981.0876 7627.6849
1981.0904 7646.3097
1981.0931 7664.9345
1981.0959 7683.5593
1981.0986 7709.1578
1981.1013 7735.7683
1981.1041 7762.3788
1981.1068 7788.9894
1981.1095 7815.5999
1981.1123 7842.2105
1981.115 7868.821
1981.1178 7895.4316
1981.1205 7922.0421
1981.1232 7948.6527
1981.126 7889.7718
1981.1287 7911.0585
1981.1315 7932.3452
1981.1342 7953.632
1981.1369 7974.9187
1981.1397 7996.2054
1981.1424 8017.4922
1981.1451 8038.7789
1981.1479 8060.0656
1981.1506 8081.3523
1981.1534 8102.6391
1981.1561 8123.9258
1981.1588 8145.2125
1981.1616 8166.4993
1981.1643 8187.786
1981.1671 8209.0727
1981.1698 8203.439
1981.1725 8196.332
1981.1753 8189.225
1981.178 8182.118
1981.1808 8175.011
1981.1835 8167.904
1981.1862 8160.797
1981.189 8153.6901
1981.1917 8146.5831
1981.1944 8139.4761
1981.1972 8132.3691
1981.1999 8125.2621
1981.2027 8118.1551
1981.2054 8111.0481
1981.2081 8103.9411
1981.2109 8096.4854
1981.2136 8088.4911
1981.2164 8080.4968
1981.2191 8072.5025
1981.2218 8064.5082
1981.2246 8056.5139
1981.2273 8048.5196
1981.23 8040.5253
1981.2328 8032.5311
1981.2355 8024.5368
1981.2383 8017.4597
1981.241 8049.3941
1981.2437 8081.3284
1981.2465 8113.2628
1981.2492 8145.1972
1981.252 8177.1316
1981.2547 8209.0659
1981.2574 8241.0003
1981.2602 8272.9347
1981.2629 8304.8691
1981.2656 8336.8034
1981.2684 8261.7971
1981.2711 8299.0553
1981.2739 8336.3135
1981.2766 8373.5717
1981.2793 8410.8299
1981.2821 8448.0881
1981.2848 8485.3463
1981.2876 8522.6045
1981.2903 8559.8627
1981.293 8597.1209
1981.2958 8550.8136
1981.2985 8585.4099
1981.3013 8620.0062
1981.304 8654.6024
1981.3067 8689.1987
1981.3095 8723.795
1981.3122 8758.3913
1981.3149 8792.9876
1981.3177 8827.5838
1981.3204 8862.1801
1981.3232 8896.7764
1981.3259 8914.3641
1981.3286 8930.327
1981.3314 8946.2899
1981.3341 8962.2528
1981.3369 8978.2157
1981.3396 8994.1786
1981.3423 9010.1415
1981.3451 9026.1044
1981.3478 9042.0673
1981.3505 9058.0302
1981.3533 9073.9932
1981.356 9089.9561
1981.3588 9105.919
1981.3615 9121.8819
1981.3642 9137.8448
1981.367 9153.8077
1981.3697 9169.7706
1981.3725 9185.7335
1981.3752 9201.6964
1981.3779 9217.6594
1981.3807 9152.1888
1981.3834 9176.1374
1981.3862 9200.0861
1981.3889 9224.0347
1981.3916 9247.9833
1981.3944 9271.932
1981.3971 9295.8806
1981.3998 9319.8292
1981.4026 9343.7779
1981.4053 9367.7265
1981.4081 9391.6751
1981.4108 9337.0843
1981.4135 9366.3568
1981.4163 9395.6292
1981.419 9424.9017
1981.4218 9454.1742
1981.4245 9483.4466
1981.4272 9512.7191
1981.43 9541.9915
1981.4327 9571.264
1981.4354 9600.5365
1981.4382 9520.5437
1981.4409 9552.4781
1981.4437 9584.4124
1981.4464 9616.3468
1981.4491 9648.2812
1981.4519 9680.2155
